"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonCitizenship","nc:PersonCitizenship","0","unbounded","",3
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonEyeColor","nc:PersonEyeColor","0","unbounded","",4
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonHairColor","nc:PersonHairColor","0","unbounded","",5
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonHeightDescriptionText","nc:PersonHeightDescriptionText","0","unbounded","",6
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonHeightMeasure","nc:PersonHeightMeasure","0","unbounded","",7
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonName","nc:PersonName","0","unbounded","",8
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonSex","nc:PersonSex","0","unbounded","",9
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonSSNIdentification","nc:PersonSSNIdentification","0","unbounded","",10
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonWeightDescriptionText","nc:PersonWeightDescriptionText","0","unbounded","",11
"m","SeamanLicenseType","m:SeamanLicenseType","nc","PersonWeightMeasure","nc:PersonWeightMeasure","0","unbounded","",12
"m","SeamanLicenseType","m:SeamanLicenseType","m","SeamanLicenseExpirationDate","m:SeamanLicenseExpirationDate","0","unbounded","",13
"m","SeamanLicenseType","m:SeamanLicenseType","m","SeamanLicenseIdentification","m:SeamanLicenseIdentification","0","unbounded","",14
"m","SeamanLicenseType","m:SeamanLicenseType","m","SeamanLicenseIssueDate","m:SeamanLicenseIssueDate","0","unbounded","",15
"m","SeamanLicenseType","m:SeamanLicenseType","m","SeamanLicenseIssuerLocation","m:SeamanLicenseIssuerLocation","0","unbounded","",16
"m","SeamanLicenseType","m:SeamanLicenseType","m","SeamanLicenseIssuingOrganization","m:SeamanLicenseIssuingOrganization","0","unbounded","",17
"m","SeamanLicenseType","m:SeamanLicenseType","m","SeamanLicenseRating","m:SeamanLicenseRating","0","unbounded","",18
"cbrn","SecondaryInspectionReferralType","cbrn:SecondaryInspectionReferralType","cbrn","SecondaryInspectionReferralID","cbrn:SecondaryInspectionReferralID","0","unbounded","",12
"cbrn","SecondaryInspectionReferralType","cbrn:SecondaryInspectionReferralType","cbrn","SecondaryInspectionReferralReasonCode","cbrn:SecondaryInspectionReferralReasonCode","0","unbounded","",13
"cbrn","SecondaryInspectionReferralType","cbrn:SecondaryInspectionReferralType","cbrn","SecondaryInspectionKindCode","cbrn:SecondaryInspectionKindCode","0","unbounded","",14
"cbrn","SecondaryInspectionResolutionType","cbrn:SecondaryInspectionResolutionType","cbrn","SecondaryInspectionReferralID","cbrn:SecondaryInspectionReferralID","0","unbounded","",15
"cbrn","SecondaryInspectionResolutionType","cbrn:SecondaryInspectionResolutionType","cbrn","InspectionThreatFindingCode","cbrn:InspectionThreatFindingCode","0","unbounded","",17
"cbrn","SecondaryInspectionResolutionType","cbrn:SecondaryInspectionResolutionType","cbrn","NuclideCode","cbrn:NuclideCode","0","unbounded","",18
"cbrn","SecondaryInspectionResolutionType","cbrn:SecondaryInspectionResolutionType","cbrn","SourceSystemFindingCategoryText","cbrn:SourceSystemFindingCategoryText","0","unbounded","",19
"ip","SectorType","ip:SectorType","ip","SectorName","ip:SectorName","0","unbounded","",1
"ip","SectorType","ip:SectorType","ip","SubSector","ip:SubSector","0","unbounded","",2
"ip","SectorType","ip:SectorType","ip","SectorTaxonomyID","ip:SectorTaxonomyID","0","unbounded","",3
"ip","SectorType","ip:SectorType","ip","SectorTaxonomyDescriptionText","ip:SectorTaxonomyDescriptionText","0","unbounded","",4
"j","SecuritiesAugmentationType","j:SecuritiesAugmentationType","j","SecuritiesRansomMoneyCode","j:SecuritiesRansomMoneyCode","0","unbounded","",1820
"j","SecuritiesType","j:SecuritiesType","j","SecuritiesAugmentation","j:SecuritiesAugmentation","0","unbounded","",10
"nc","SecuritiesType","nc:SecuritiesType","nc","SecuritiesCollectionEndDate","nc:SecuritiesCollectionEndDate","0","unbounded",,10
"nc","SecuritiesType","nc:SecuritiesType","nc","SecuritiesCollectionStartDate","nc:SecuritiesCollectionStartDate","0","unbounded",,20
"nc","SecuritiesType","nc:SecuritiesType","nc","SecuritiesDateSeries","nc:SecuritiesDateSeries","0","unbounded",,40
"nc","SecuritiesType","nc:SecuritiesType","nc","SecuritiesDenomination","nc:SecuritiesDenomination","0","unbounded",,60
"nc","SecuritiesType","nc:SecuritiesType","nc","SecuritiesCategoryCode","nc:SecuritiesCategoryCode","0","unbounded",,80
"nc","SecuritiesType","nc:SecuritiesType","nc","SecuritiesIssuer","nc:SecuritiesIssuer","0","unbounded","",180
"ip","SegmentType","ip:SegmentType","ip","SegmentName","ip:SegmentName","0","unbounded","",10
"ip","SegmentType","ip:SegmentType","ip","SegmentTaxonomyID","ip:SegmentTaxonomyID","0","unbounded","",11
"ip","SegmentType","ip:SegmentType","ip","SubSectorName","ip:SubSectorName","0","unbounded","",12
"ip","SegmentType","ip:SegmentType","ip","SubSegment","ip:SubSegment","0","unbounded","",13
"ip","SegmentType","ip:SegmentType","ip","SegmentTaxonomyDescriptionText","ip:SegmentTaxonomyDescriptionText","0","unbounded","",14
"it","SellerType","it:SellerType","it","SellerIdentification","it:SellerIdentification","0","unbounded","",275
"it","SellerType","it:SellerType","it","SellerIDCode","it:SellerIDCode","0","unbounded","",276
"it","SellerType","it:SellerType","it","RoleOfParty","it:RoleOfParty","0","unbounded","",277
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationAggravatedIndicator","j:SentenceModificationAggravatedIndicator","0","unbounded",,10
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationCharge","j:SentenceModificationCharge","0","unbounded",,20
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationConfinementCreditDayText","j:SentenceModificationConfinementCreditDayText","0","unbounded",,30
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationConfinementCreditIndicator","j:SentenceModificationConfinementCreditIndicator","0","unbounded",,40
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationDismissalIndicator","j:SentenceModificationDismissalIndicator","0","unbounded",,50
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationDismissalRemainingCase","j:SentenceModificationDismissalRemainingCase","0","unbounded",,60
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationDismissalRemainingQuantity","j:SentenceModificationDismissalRemainingQuantity","0","unbounded",,70
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationMitigatedIndicator","j:SentenceModificationMitigatedIndicator","0","unbounded",,80
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationOriginalTerm","j:SentenceModificationOriginalTerm","0","unbounded",,90
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationParoleIndicator","j:SentenceModificationParoleIndicator","0","unbounded",,100
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationParoleTerm","j:SentenceModificationParoleTerm","0","unbounded",,110
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationProbation","j:SentenceModificationProbation","0","unbounded",,120
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationProbationIndicator","j:SentenceModificationProbationIndicator","0","unbounded",,130
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationRestitutionIndicator","j:SentenceModificationRestitutionIndicator","0","unbounded",,140
"j","SentenceType","j:SentenceType","j","SentenceAggravatedIndicator","j:SentenceAggravatedIndicator","0","unbounded",,10
"j","SentenceType","j:SentenceType","j","SentenceCharge","j:SentenceCharge","0","unbounded",,20
"j","SentenceType","j:SentenceType","j","SentenceCondition","j:SentenceCondition","0","unbounded",,30
"j","SentenceType","j:SentenceType","j","SentenceConfinementCreditDayQuantity","j:SentenceConfinementCreditDayQuantity","0","unbounded",,40
"j","SentenceType","j:SentenceType","j","SentenceConfinementCreditIndicator","j:SentenceConfinementCreditIndicator","0","unbounded",,50
"j","SentenceType","j:SentenceType","j","SentenceDeferredIndicator","j:SentenceDeferredIndicator","0","unbounded",,60
"j","SentenceType","j:SentenceType","j","SentenceDeferredTerm","j:SentenceDeferredTerm","0","unbounded",,70
"j","SentenceType","j:SentenceType","j","SentenceDescriptionText","j:SentenceDescriptionText","0","unbounded",,80
"j","SentenceType","j:SentenceType","j","SentenceExpirationDate","j:SentenceExpirationDate","0","unbounded","",85
"j","SentenceType","j:SentenceType","j","SentenceGroupingText","j:SentenceGroupingText","0","unbounded",,90
"j","SentenceType","j:SentenceType","j","SentenceIssuerEntity","j:SentenceIssuerEntity","0","unbounded","",100
"j","SentenceType","j:SentenceType","j","SentenceRegisterSexOffenderIndicator","j:SentenceRegisterSexOffenderIndicator","0","unbounded",,110
"j","SentenceType","j:SentenceType","j","SentenceSubject","j:SentenceSubject","0","unbounded",,120
"j","SentenceType","j:SentenceType","j","SentenceSuspendedIndicator","j:SentenceSuspendedIndicator","0","unbounded",,130
"j","SentenceType","j:SentenceType","j","SentenceSuspendedTerm","j:SentenceSuspendedTerm","0","unbounded",,140
"j","SentenceType","j:SentenceType","j","SentenceTerm","j:SentenceTerm","0","unbounded",,150
"j","SentencingGuidelineType","j:SentencingGuidelineType","j","SentencingGuidelineChargeSeverityLevelText","j:SentencingGuidelineChargeSeverityLevelText","0","unbounded",,10
"j","SentencingGuidelineType","j:SentencingGuidelineType","j","SentencingGuidelineMonthsMaximumText","j:SentencingGuidelineMonthsMaximumText","0","unbounded",,20
"j","SentencingGuidelineType","j:SentencingGuidelineType","j","SentencingGuidelineMonthsMinimumText","j:SentencingGuidelineMonthsMinimumText","0","unbounded",,30
"j","SentencingGuidelineType","j:SentencingGuidelineType","j","SentencingGuidelineRecommendationMonthsText","j:SentencingGuidelineRecommendationMonthsText","0","unbounded",,40
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallArrivedDate","j:ServiceCallArrivedDate","0","unbounded",,10
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallAssignedUnit","j:ServiceCallAssignedUnit","0","unbounded",,30
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallAssistingUnit","j:ServiceCallAssistingUnit","0","unbounded",,40
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallClearanceText","j:ServiceCallClearanceText","0","unbounded",,50
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallClearedDate","j:ServiceCallClearedDate","0","unbounded",,60
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallDispatchedDate","j:ServiceCallDispatchedDate","0","unbounded",,80
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallDispatchedOfficial","j:ServiceCallDispatchedOfficial","0","unbounded",,90
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallDispatcher","j:ServiceCallDispatcher","0","unbounded",,110
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallMechanismText","j:ServiceCallMechanismText","0","unbounded",,120
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallOperator","j:ServiceCallOperator","0","unbounded",,130
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallOriginator","j:ServiceCallOriginator","0","unbounded",,140
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallPlacedLocation","j:ServiceCallPlacedLocation","0","unbounded","",145
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallResponseLocation","j:ServiceCallResponseLocation","0","unbounded",,150
"j","ServiceCallType","j:ServiceCallType","j","ServiceCallResponsePerson","j:ServiceCallResponsePerson","0","unbounded",,160
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","OBGYN","em:OBGYN","0","1","",1
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","BurnServiceCoverageStatusCode","em:BurnServiceCoverageStatusCode","0","unbounded","",2
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","Psychiatric","em:Psychiatric","0","1","",3
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","InfectiousDiseasesServiceCoverageStatusCode","em:InfectiousDiseasesServiceCoverageStatusCode","0","unbounded","",4
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","OrthopedicServiceCoverageStatusCode","em:OrthopedicServiceCoverageStatusCode","0","unbounded","",5
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","NeurologyServiceCoverageStatusCode","em:NeurologyServiceCoverageStatusCode","0","unbounded","",6
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","NeonatologyServiceCoverageStatusCode","em:NeonatologyServiceCoverageStatusCode","0","unbounded","",7
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","CardiologyServiceCoverageStatusCode","em:CardiologyServiceCoverageStatusCode","0","unbounded","",8
"em","ServiceCoverageStatusType","em:ServiceCoverageStatusType","em","Surgery","em:Surgery","0","1","",9
"fs","ServicePlanGoalType","fs:ServicePlanGoalType","fs","PrimaryGoalIndicator","fs:PrimaryGoalIndicator","0","unbounded","",1
"fs","ServicePlanGoalType","fs:ServicePlanGoalType","fs","GoalObjective","fs:GoalObjective","0","unbounded","",2
"fs","ServicePlanGoalType","fs:ServicePlanGoalType","fs","AFCARSPermanencyGoalCode","fs:AFCARSPermanencyGoalCode","0","unbounded","",3
"fs","ServiceType","fs:ServiceType","fs","ResponsibilityForServiceCostText","fs:ResponsibilityForServiceCostText","0","unbounded","",1
"fs","ServiceType","fs:ServiceType","fs","ResponsibleEntityDescriptionText","fs:ResponsibleEntityDescriptionText","0","unbounded","",2
"fs","ServiceType","fs:ServiceType","fs","ServiceCostValue","fs:ServiceCostValue","0","unbounded","",3
"fs","ServiceType","fs:ServiceType","fs","ServiceDescriptionText","fs:ServiceDescriptionText","0","unbounded","",4
"j","SeverityLevelType","j:SeverityLevelType","j","SeverityLevelAssignedDate","j:SeverityLevelAssignedDate","0","unbounded",,10
"j","SeverityLevelType","j:SeverityLevelType","j","SeverityLevelAssignedJudge","j:SeverityLevelAssignedJudge","0","unbounded",,20
"j","SeverityLevelType","j:SeverityLevelType","j","SeverityLevelCriminalHistoryScoreText","j:SeverityLevelCriminalHistoryScoreText","0","unbounded",,30
"j","SeverityLevelType","j:SeverityLevelType","j","SeverityLevelDescriptionText","j:SeverityLevelDescriptionText","0","unbounded",,40
"j","SeverityLevelType","j:SeverityLevelType","j","SeverityLevelIdentification","j:SeverityLevelIdentification","0","unbounded",,50
"j","SeverityLevelType","j:SeverityLevelType","j","SeverityLevelIssuingAgency","j:SeverityLevelIssuingAgency","0","unbounded",,60
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","RemarkText","cbrn:RemarkText","0","unbounded","",587
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","MeasuredItemID","cbrn:MeasuredItemID","0","unbounded","",588
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","LayerQuantity","cbrn:LayerQuantity","0","unbounded","",589
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","Layer","cbrn:Layer","0","unbounded","",590
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","RadEncounterDeviceToShieldingDistance","cbrn:RadEncounterDeviceToShieldingDistance","0","unbounded","",591
"m","ShipmentCargoAssociationType","m:ShipmentCargoAssociationType","m","Shipment","m:Shipment","0","unbounded","",1
"m","ShipmentCargoAssociationType","m:ShipmentCargoAssociationType","m","Cargo","m:Cargo","0","unbounded","",2
"m","ShipmentInvolvedPartyAssociationType","m:ShipmentInvolvedPartyAssociationType","m","Shipment","m:Shipment","0","unbounded","",1
"m","ShipmentInvolvedPartyAssociationType","m:ShipmentInvolvedPartyAssociationType","m","ShipmentInvolvedParty","m:ShipmentInvolvedParty","0","unbounded","",2
"m","ShipmentLocationAssociationType","m:ShipmentLocationAssociationType","m","Shipment","m:Shipment","0","unbounded","",1
"m","ShipmentLocationAssociationType","m:ShipmentLocationAssociationType","nc","Location","nc:Location","0","unbounded","",2
"m","ShipmentManifestAssociationType","m:ShipmentManifestAssociationType","m","Shipment","m:Shipment","0","unbounded","",1
"m","ShipmentManifestAssociationType","m:ShipmentManifestAssociationType","m","Manifest","m:Manifest","0","unbounded","",2
"m","ShipmentType","m:ShipmentType","m","ShipmentBillOfLadingNumberText","m:ShipmentBillOfLadingNumberText","0","unbounded","",1
"m","ShipmentType","m:ShipmentType","m","ShipmentBookingNumberText","m:ShipmentBookingNumberText","0","unbounded","",2
"m","ShipmentType","m:ShipmentType","m","ShipmentCompletionDate","m:ShipmentCompletionDate","0","unbounded","",3
"m","ShipmentType","m:ShipmentType","m","ShipmentContentsDescriptionText","m:ShipmentContentsDescriptionText","0","unbounded","",4
"m","ShipmentType","m:ShipmentType","m","ShipmentDestinationLocation","m:ShipmentDestinationLocation","0","unbounded","",5
"m","ShipmentType","m:ShipmentType","m","ShipmentHazmatDeclaration","m:ShipmentHazmatDeclaration","0","unbounded","",6
"m","ShipmentType","m:ShipmentType","m","ShipmentIdentification","m:ShipmentIdentification","0","unbounded","",7
"m","ShipmentType","m:ShipmentType","m","ShipmentInitiationDate","m:ShipmentInitiationDate","0","unbounded","",8
"m","ShipmentType","m:ShipmentType","m","ShipmentOriginLocation","m:ShipmentOriginLocation","0","unbounded","",9
"m","ShipmentType","m:ShipmentType","m","ShipmentStatus","m:ShipmentStatus","0","unbounded","",10
"m","ShipmentVesselAssociationType","m:ShipmentVesselAssociationType","m","Shipment","m:Shipment","0","unbounded","",1
"m","ShipmentVesselAssociationType","m:ShipmentVesselAssociationType","m","Vessel","m:Vessel","0","unbounded","",2
"m","ShipmentVoyageAssociationType","m:ShipmentVoyageAssociationType","m","Shipment","m:Shipment","0","unbounded","",1
"m","ShipmentVoyageAssociationType","m:ShipmentVoyageAssociationType","m","Voyage","m:Voyage","0","unbounded","",2
"it","ShippingContainerType","it:ShippingContainerType","cbrn","RemarkText","cbrn:RemarkText","0","unbounded","",61
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerIdentification","it:ContainerIdentification","0","unbounded","",62
"it","ShippingContainerType","it:ShippingContainerType","it","ShippingContainerISO6346Code","it:ShippingContainerISO6346Code","0","unbounded","",64
"it","ShippingContainerType","it:ShippingContainerType","it","ShippingContainerKindCode","it:ShippingContainerKindCode","0","unbounded","",65
"it","ShippingContainerType","it:ShippingContainerType","cbrn","ConveyancePrimaryColorCode","cbrn:ConveyancePrimaryColorCode","0","unbounded","",66
"it","ShippingContainerType","it:ShippingContainerType","cbrn","ConveyanceSecondaryColorCode","cbrn:ConveyanceSecondaryColorCode","0","unbounded","",67
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerSizeText","it:ContainerSizeText","0","unbounded","",68
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerEmptyWeight","it:ContainerEmptyWeight","0","unbounded","",69
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerLoadedWeight","it:ContainerLoadedWeight","0","unbounded","",70
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerLastLocation","it:ContainerLastLocation","0","unbounded","",71
"it","ShippingContainerType","it:ShippingContainerType","it","VIRNumberText","it:VIRNumberText","0","unbounded","",72
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerReferencedID","it:ContainerReferencedID","0","unbounded","",73
"it","ShippingContainerType","it:ShippingContainerType","it","SealInformation","it:SealInformation","0","unbounded","",74
"it","ShippingContainerType","it:ShippingContainerType","it","TransportActivityLocationInfo","it:TransportActivityLocationInfo","0","unbounded","",75
"it","ShippingContainerType","it:ShippingContainerType","it","CommodityInfo","it:CommodityInfo","0","unbounded","",76
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerCargoItem","it:ContainerCargoItem","0","unbounded","",77
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerLoadedText","it:ContainerLoadedText","0","unbounded","",78
"it","ShippingContainerType","it:ShippingContainerType","it","ContainerLegalStatusIndicator","it:ContainerLegalStatusIndicator","0","unbounded","",79
"ansi-nist","SignatureImageType","ansi-nist:SignatureImageType","ansi-nist","SignatureImageVectorRepresentation","ansi-nist:SignatureImageVectorRepresentation","0","unbounded","",1840
"ansi-nist","SignatureImageType","ansi-nist:SignatureImageType","ansi-nist","SignatureRepresentationCode","ansi-nist:SignatureRepresentationCode","0","unbounded","",1850
"ansi-nist","SignatureImageType","ansi-nist:SignatureImageType","ansi-nist","SignatureCategoryCode","ansi-nist:SignatureCategoryCode","0","unbounded","",1860
"ansi-nist","SignatureImageVectorRepresentationType","ansi-nist:SignatureImageVectorRepresentationType","ansi-nist","SignatureImageVector","ansi-nist:SignatureImageVector","0","unbounded","",1830
"ansi-nist","SignatureImageVectorType","ansi-nist:SignatureImageVectorType","ansi-nist","VectorPenPressureValue","ansi-nist:VectorPenPressureValue","0","unbounded","",1870
"ansi-nist","SignatureImageVectorType","ansi-nist:SignatureImageVectorType","ansi-nist","VectorPositionVerticalCoordinateValue","ansi-nist:VectorPositionVerticalCoordinateValue","0","unbounded","",1880
"ansi-nist","SignatureImageVectorType","ansi-nist:SignatureImageVectorType","ansi-nist","VectorPositionHorizontalCoordinateValue","ansi-nist:VectorPositionHorizontalCoordinateValue","0","unbounded","",1890
"cbrn","SiteLocationType","cbrn:SiteLocationType","nc","LocationName","nc:LocationName","0","unbounded","",592
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","GeoPosition","cbrn:GeoPosition","0","unbounded","",593
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","AddressDetails","cbrn:AddressDetails","0","unbounded","",594
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","SiteSpecialInfoText","cbrn:SiteSpecialInfoText","0","unbounded","",595
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","LocationDirectionsText","cbrn:LocationDirectionsText","0","unbounded","",596
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","SiteMobileIndicator","cbrn:SiteMobileIndicator","0","unbounded","",597
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","SiteMobileDescriptionText","cbrn:SiteMobileDescriptionText","0","unbounded","",598
"cbrn","SiteLocationType","cbrn:SiteLocationType","cbrn","MapGuideLocation","cbrn:MapGuideLocation","0","unbounded","",599
"scr","SoftwareDetailType","scr:SoftwareDetailType","scr","SoftwareVendorNameText","scr:SoftwareVendorNameText","0","unbounded","",19
"scr","SoftwareDetailType","scr:SoftwareDetailType","scr","SoftwareVersionNumber","scr:SoftwareVersionNumber","0","unbounded","",20
"cbrn","SpatialOrientationMeasureType","cbrn:SpatialOrientationMeasureType","cbrn","dataQualityCode","cbrn:dataQualityCode","0","1","",600
"cbrn","SpatialOrientationMeasureType","cbrn:SpatialOrientationMeasureType","cbrn","TrueNorthOffset","cbrn:TrueNorthOffset","0","unbounded","",601
"cbrn","SpatialOrientationMeasureType","cbrn:SpatialOrientationMeasureType","cbrn","VerticalOffset","cbrn:VerticalOffset","0","unbounded","",602
"cbrn","SpatialOrientationMeasureType","cbrn:SpatialOrientationMeasureType","cbrn","RotationalOffset","cbrn:RotationalOffset","0","unbounded","",603
"cbrn","SpectrumChannelDataType","cbrn:SpectrumChannelDataType","cbrn","channelQuantity","cbrn:channelQuantity","0","1","",604
"cbrn","SpectrumChannelDataType","cbrn:SpectrumChannelDataType","cbrn","compressionCode","cbrn:compressionCode","0","1","",605
"cbrn","SpectrumChannelDataType","cbrn:SpectrumChannelDataType","cbrn","listModeCode","cbrn:listModeCode","0","1","",606
"cbrn","SpectrumChannelDataType","cbrn:SpectrumChannelDataType","cbrn","CountValues","cbrn:CountValues","0","unbounded","",607
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","calibrationMeasurementUUID","cbrn:calibrationMeasurementUUID","0","1","",608
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","dataQualityCode","cbrn:dataQualityCode","0","1","",609
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","sampleNumeric","cbrn:sampleNumeric","0","1","",610
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","spectrumKindCode","cbrn:spectrumKindCode","0","1","",611
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","RemarkText","cbrn:RemarkText","0","unbounded","",612
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","SpectrumID","cbrn:SpectrumID","0","unbounded","",613
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","RefBackgroundSpectrumID","cbrn:RefBackgroundSpectrumID","0","unbounded","",617
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","RefCalibrationSpectrumID","cbrn:RefCalibrationSpectrumID","0","unbounded","",618
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","DetectorDesignatorText","cbrn:DetectorDesignatorText","0","unbounded","",619
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","DetectorKindText","cbrn:DetectorKindText","0","unbounded","",620
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","LiveTimeDuration","cbrn:LiveTimeDuration","0","unbounded","",621
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","DwellDuration","cbrn:DwellDuration","0","unbounded","",622
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","ElapsedSweepsQuantity","cbrn:ElapsedSweepsQuantity","0","unbounded","",623
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","EnergyCalibrationAdjustCode","cbrn:EnergyCalibrationAdjustCode","0","unbounded","",624
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","NonLinearityCorrection","cbrn:NonLinearityCorrection","0","unbounded","",625
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","RadSourceKindCode","cbrn:RadSourceKindCode","0","unbounded","",626
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","SpectrumOverflowValue","cbrn:SpectrumOverflowValue","0","unbounded","",627
"cbrn","SpectrumDataType","cbrn:SpectrumDataType","cbrn","SpectrumChannelData","cbrn:SpectrumChannelData","0","unbounded","",628
"m","SpeedMeasureType","m:SpeedMeasureType","m","SpeedUnit","m:SpeedUnit","0","unbounded","",1
"nc","SpeedMeasureType","nc:SpeedMeasureType","nc","SpeedUnitCode","nc:SpeedUnitCode","0","unbounded","",10
"im","StatusAugmentationType","im:StatusAugmentationType","im","StatusReasonText","im:StatusReasonText","0","unbounded",,10
"nc","StatusType","nc:StatusType","nc","StatusText","nc:StatusText","0","unbounded",,5
"nc","StatusType","nc:StatusType","nc","StatusDate","nc:StatusDate","0","unbounded",,10
"im","StatusType","im:StatusType","im","StatusAugmentation","im:StatusAugmentation","0","unbounded","",10
"nc","StatusType","nc:StatusType","nc","StatusDescriptionText","nc:StatusDescriptionText","0","unbounded",,40
"nc","StatusType","nc:StatusType","nc","StatusIssuerIdentification","nc:StatusIssuerIdentification","0","unbounded",,50
"nc","StatusType","nc:StatusType","nc","StatusIssuerText","nc:StatusIssuerText","0","unbounded",,60
"j","StatuteType","j:StatuteType","j","StatuteCodeIdentification","j:StatuteCodeIdentification","0","unbounded",,10
"j","StatuteType","j:StatuteType","j","StatuteCodeSectionIdentification","j:StatuteCodeSectionIdentification","0","unbounded",,20
"j","StatuteType","j:StatuteType","j","StatuteDescriptionText","j:StatuteDescriptionText","0","unbounded",,30
"j","StatuteType","j:StatuteType","j","StatuteEnactmentDate","j:StatuteEnactmentDate","0","unbounded",,40
"j","StatuteType","j:StatuteType","j","StatuteJurisdiction","j:StatuteJurisdiction","0","unbounded",,50
"j","StatuteType","j:StatuteType","j","StatuteKeywordText","j:StatuteKeywordText","0","unbounded",,60
"j","StatuteType","j:StatuteType","j","StatuteLevelText","j:StatuteLevelText","0","unbounded",,70
